subj,freq,ptype,dur,itemN,trial,rt,error,prevRT,prevERR,prevYES,itemERR,subjERR,ID
13,LF,unrel,66ms,96,140,564.3,0,,yes,,0,14.6,cd
13,HF,unrel,33ms,49,181,623.3,0,,yes,,0,14.6,cd
13,HF,unrel,33ms,50,192,526.8,0,456.9,no,yes,14.3,14.6,cd
13,HF,unrel,33ms,51,130,557.4,0,487.6,no,no,12.5,14.6,cd
13,HF,unrel,33ms,52,174,493.2,0,,yes,,0,14.6,cd
13,HF,unrel,33ms,53,176,416.9,0,427.1,no,yes,0,14.6,cd
13,HF,unrel,33ms,54,33,649.8,0,683.8,no,no,0,14.6,cd
13,HF,unrel,33ms,55,82,495.3,0,530.9,no,yes,0,14.6,cd
13,HF,unrel,33ms,56,69,479.4,0,473.6,no,yes,0,14.6,cd
13,HF,unrel,33ms,57,53,512.6,0,523.4,no,no,12.5,14.6,cd
13,HF,unrel,33ms,58,91,1006.5,1,496.7,no,yes,25,14.6,cd
13,HF,unrel,33ms,59,107,444.9,0,569.9,no,no,0,14.6,cd
13,HF,unrel,33ms,60,135,429.2,0,426.2,no,yes,0,14.6,cd
13,LF,unrel,33ms,73,191,456.9,0,467.1,no,yes,12.5,14.6,cd
13,LF,unrel,33ms,74,203,469.8,1,596.2,no,yes,25,14.6,cd
13,LF,unrel,33ms,75,110,460.9,1,447.1,no,yes,75,14.6,cd
13,LF,unrel,33ms,76,178,632.5,1,,yes,,62.5,14.6,cd
13,LF,unrel,33ms,77,157,548.2,0,430.4,no,no,0,14.6,cd
13,LF,unrel,33ms,78,17,613.2,0,762.8,no,no,0,14.6,cd
13,LF,unrel,33ms,79,70,621.4,0,479.4,no,yes,12.5,14.6,cd
13,LF,unrel,33ms,80,72,426.6,0,396.8,no,yes,0,14.6,cd
13,LF,unrel,33ms,81,39,705.1,0,568.5,no,yes,28.6,14.6,cd
13,LF,unrel,33ms,82,96,510,0,464.1,no,yes,50,14.6,cd
13,LF,unrel,33ms,83,86,577,1,395.1,no,yes,50,14.6,cd
13,LF,unrel,33ms,84,146,441.5,1,516.3,no,no,25,14.6,cd
14,HF,rel,66ms,13,133,492.5,0,1206.2,no,no,0,5.2,jc
14,HF,rel,66ms,14,148,450.8,0,811.3,no,no,0,5.2,jc
14,HF,rel,66ms,15,123,489,0,734.5,no,no,25,5.2,jc
14,HF,rel,66ms,16,35,363.3,0,406.9,no,yes,0,5.2,jc
14,HF,rel,66ms,17,19,510.5,1,556.2,no,yes,12.5,5.2,jc
14,HF,rel,66ms,18,190,401.1,0,492.7,no,no,0,5.2,jc
14,HF,rel,66ms,19,168,426.6,0,454.1,no,yes,12.5,5.2,jc
14,HF,rel,66ms,20,162,458.1,0,405.7,no,yes,0,5.2,jc
14,HF,rel,66ms,21,107,503.6,0,933.8,no,no,0,5.2,jc
14,HF,rel,66ms,22,70,489.1,0,617.6,no,no,0,5.2,jc
14,HF,rel,66ms,23,72,496.5,0,574.9,no,yes,0,5.2,jc
14,HF,rel,66ms,24,45,399.7,0,551.8,no,no,25,5.2,jc
14,LF,rel,66ms,37,150,428.5,0,520.7,no,yes,0,5.2,jc
14,LF,rel,66ms,38,137,789.6,0,760.4,no,yes,12.5,5.2,jc
14,LF,rel,66ms,39,129,550.4,0,598.3,no,yes,0,5.2,jc
14,LF,rel,66ms,40,28,630.2,0,548,no,yes,37.5,5.2,jc
14,LF,rel,66ms,41,32,557.2,0,538.2,no,yes,0,5.2,jc
14,LF,rel,66ms,42,185,488.1,0,483.6,no,no,12.5,5.2,jc
14,LF,rel,66ms,43,178,587.1,0,636.4,no,no,0,5.2,jc
14,LF,rel,66ms,44,180,481.8,0,477.4,no,yes,25,5.2,jc
14,LF,rel,66ms,45,90,578.6,0,694.8,no,no,0,5.2,jc
14,LF,rel,66ms,46,74,546.2,0,710.4,no,yes,0,5.2,jc
14,LF,rel,66ms,47,75,501.5,0,546.2,no,yes,0,5.2,jc
14,LF,rel,66ms,48,51,480.4,0,591.5,no,no,12.5,5.2,jc
14,HF,rel,33ms,1,156,448.9,0,557.2,no,no,12.5,5.2,jc
14,HF,rel,33ms,2,136,760.4,0,598.8,no,no,0,5.2,jc
14,HF,rel,33ms,3,128,598.3,0,763.2,no,no,14.3,5.2,jc
14,HF,rel,33ms,4,27,548,0,643.8,no,yes,0,5.2,jc
14,HF,rel,33ms,5,23,499.6,0,676.9,no,no,25,5.2,jc
14,HF,rel,33ms,6,183,461.7,0,487.9,no,yes,0,5.2,jc
14,HF,rel,33ms,7,159,443.4,0,518.2,no,no,0,5.2,jc
14,HF,rel,33ms,8,167,454.1,0,448.2,no,no,12.5,5.2,jc
14,HF,rel,33ms,9,85,596.5,0,728,no,no,0,5.2,jc
14,HF,rel,33ms,10,65,603.6,0,685.6,no,no,12.5,5.2,jc
14,HF,rel,33ms,11,63,489.2,0,582.9,no,yes,0,5.2,jc
14,HF,rel,33ms,12,57,460.7,0,,yes,,25,5.2,jc
14,LF,rel,33ms,25,144,507.6,0,501.7,no,yes,0,5.2,jc
14,LF,rel,33ms,26,152,582.7,0,512.9,no,yes,0,5.2,jc
14,LF,rel,33ms,27,119,600.9,1,616,no,no,62.5,5.2,jc
14,LF,rel,33ms,28,14,476.3,0,719.8,no,yes,0,5.2,jc
14,LF,rel,33ms,29,24,377.4,0,499.6,no,yes,0,5.2,jc
14,LF,rel,33ms,30,191,519,0,401.1,no,yes,0,5.2,jc
14,LF,rel,33ms,31,163,352,0,458.1,no,yes,50,5.2,jc
14,LF,rel,33ms,32,174,505.1,0,632.9,no,no,12.5,5.2,jc
14,LF,rel,33ms,33,108,573.5,0,503.6,no,yes,0,5.2,jc
14,LF,rel,33ms,34,61,766,0,888.6,no,yes,0,5.2,jc
14,LF,rel,33ms,35,71,574.9,0,489.1,no,yes,0,5.2,jc
14,LF,rel,33ms,36,56,586.4,1,667.7,no,no,62.5,5.2,jc
14,HF,unrel,66ms,61,145,480.1,0,507.6,no,yes,0,5.2,jc
14,HF,unrel,66ms,62,140,515.5,0,795.2,no,no,0,5.2,jc
14,HF,unrel,66ms,63,109,433.7,0,573.5,no,yes,0,5.2,jc
14,HF,unrel,66ms,64,31,538.2,0,535.2,no,no,0,5.2,jc
14,HF,unrel,66ms,65,29,580.9,0,630.2,no,yes,0,5.2,jc
14,HF,unrel,66ms,66,193,789.6,0,954.8,no,yes,25,5.2,jc
14,HF,unrel,66ms,67,172,581.3,0,2167.8,no,no,0,5.2,jc
14,HF,unrel,66ms,68,161,405.7,0,465.2,no,yes,25,5.2,jc
14,HF,unrel,66ms,69,100,554.2,0,535.2,no,yes,0,5.2,jc
14,HF,unrel,66ms,70,80,472.4,0,566.8,no,yes,0,5.2,jc
14,HF,unrel,66ms,71,79,566.8,0,648.8,no,yes,0,5.2,jc
14,HF,unrel,66ms,72,52,596.8,0,480.4,no,yes,0,5.2,jc
14,LF,unrel,66ms,85,151,512.9,0,428.5,no,yes,0,5.2,jc
14,LF,unrel,66ms,86,143,501.7,0,,yes,,0,5.2,jc
14,LF,unrel,66ms,87,125,653.1,0,1022.9,no,no,14.3,5.2,jc
14,LF,unrel,66ms,88,18,556.2,0,620.8,no,no,0,5.2,jc
14,LF,unrel,66ms,89,25,477.9,0,377.4,no,yes,0,5.2,jc
14,LF,unrel,66ms,90,192,789.6,0,519,no,yes,37.5,5.2,jc
14,LF,unrel,66ms,91,169,543,0,426.6,no,yes,12.5,5.2,jc
14,LF,unrel,66ms,92,175,445.6,0,505.1,no,yes,0,5.2,jc
14,LF,unrel,66ms,93,99,535.2,0,682.6,no,yes,0,5.2,jc
14,LF,unrel,66ms,94,83,467.5,0,495.1,no,yes,0,5.2,jc
14,LF,unrel,66ms,95,62,582.9,0,766,no,yes,0,5.2,jc
14,LF,unrel,66ms,96,39,554.9,0,,yes,,0,5.2,jc
14,HF,unrel,33ms,49,134,498.4,0,492.5,no,yes,0,5.2,jc
14,HF,unrel,33ms,50,142,647.7,1,597.4,no,no,14.3,5.2,jc
14,HF,unrel,33ms,51,112,672.7,0,874.6,no,no,12.5,5.2,jc
14,HF,unrel,33ms,52,33,481,0,557.2,no,yes,0,5.2,jc
14,HF,unrel,33ms,53,34,406.9,0,481,no,yes,0,5.2,jc
14,HF,unrel,33ms,54,182,487.9,0,598.3,no,no,0,5.2,jc
14,HF,unrel,33ms,55,160,465.2,0,443.4,no,yes,0,5.2,jc
14,HF,unrel,33ms,56,170,419.4,0,543,no,yes,0,5.2,jc
14,HF,unrel,33ms,57,98,682.6,0,952.1,no,no,12.5,5.2,jc
14,HF,unrel,33ms,58,82,495.1,0,622.3,no,yes,25,5.2,jc
14,HF,unrel,33ms,59,73,710.4,0,496.5,no,yes,0,5.2,jc
14,HF,unrel,33ms,60,42,416.4,0,623.5,no,no,0,5.2,jc
14,LF,unrel,33ms,73,138,518,0,914.1,no,yes,12.5,5.2,jc
14,LF,unrel,33ms,74,149,520.7,0,450.8,no,yes,25,5.2,jc
14,LF,unrel,33ms,75,131,764.5,1,586.2,no,no,75,5.2,jc
14,LF,unrel,33ms,76,13,719.8,0,840.1,no,yes,62.5,5.2,jc
14,LF,unrel,33ms,77,26,643.8,0,477.9,no,yes,0,5.2,jc
14,LF,unrel,33ms,78,187,496.9,0,540.5,no,no,0,5.2,jc
14,LF,unrel,33ms,79,179,477.4,0,587.1,no,yes,12.5,5.2,jc
14,LF,unrel,33ms,80,164,405.9,0,352,no,yes,0,5.2,jc
14,LF,unrel,33ms,81,96,789.6,0,615.6,no,no,28.6,5.2,jc
14,LF,unrel,33ms,82,78,648.8,0,833.2,no,no,50,5.2,jc
14,LF,unrel,33ms,83,81,622.3,0,472.4,no,yes,50,5.2,jc
14,LF,unrel,33ms,84,60,789.6,0,582.3,no,no,25,5.2,jc
15,HF,rel,66ms,13,19,512.6,0,,yes,,0,17.7,mh
15,HF,rel,66ms,14,33,409.6,0,493.2,no,yes,0,17.7,mh
15,HF,rel,66ms,15,92,540.9,0,512.5,no,no,25,17.7,mh
15,HF,rel,66ms,16,200,431.3,0,450.9,no,yes,0,17.7,mh
15,HF,rel,66ms,17,199,450.9,0,478.4,no,yes,12.5,17.7,mh
15,HF,rel,66ms,18,151,474,0,,yes,,0,17.7,mh
15,HF,rel,66ms,19,73,424.9,1,500.4,no,no,12.5,17.7,mh
15,HF,rel,66ms,20,83,331.9,0,,yes,,0,17.7,mh
15,HF,rel,66ms,21,176,533.6,0,497.2,no,no,0,17.7,mh
15,HF,rel,66ms,22,58,644.5,0,,yes,,0,17.7,mh
15,HF,rel,66ms,23,41,425.5,0,477.1,no,yes,0,17.7,mh
15,HF,rel,66ms,24,113,402.3,1,560,no,no,25,17.7,mh
15,LF,rel,66ms,37,28,554.8,0,446.3,no,yes,0,17.7,mh
15,LF,rel,66ms,38,17,519.7,0,483.3,no,yes,12.5,17.7,mh
15,LF,rel,66ms,39,87,652.4,0,545.4,no,no,0,17.7,mh
15,LF,rel,66ms,40,194,542.8,0,664.8,no,yes,37.5,17.7,mh
15,LF,rel,66ms,41,191,494.5,0,458,no,no,0,17.7,mh
15,LF,rel,66ms,42,138,444.8,0,579.2,no,no,12.5,17.7,mh
15,LF,rel,66ms,43,78,422.6,0,474.2,no,yes,0,17.7,mh
15,LF,rel,66ms,44,79,411.1,0,422.6,no,yes,25,17.7,mh
15,LF,rel,66ms,45,173,559.5,0,585.3,no,no,0,17.7,mh
15,LF,rel,66ms,46,50,416.1,0,363.6,no,yes,0,17.7,mh
15,LF,rel,66ms,47,38,500.2,0,343.8,no,yes,0,17.7,mh
15,LF,rel,66ms,48,130,442.5,0,454,no,no,12.5,17.7,mh
15,HF,rel,33ms,1,32,493.2,0,447.3,no,yes,12.5,17.7,mh
15,HF,rel,33ms,2,31,447.3,0,481.5,no,yes,0,17.7,mh
15,HF,rel,33ms,3,95,496.9,0,724.4,no,no,14.3,17.7,mh
15,HF,rel,33ms,4,204,476,0,510.1,no,yes,0,17.7,mh
15,HF,rel,33ms,5,192,444.4,1,494.5,no,yes,25,17.7,mh
15,HF,rel,33ms,6,145,380.3,0,610.7,no,yes,0,17.7,mh
15,HF,rel,33ms,7,74,486.8,0,,yes,,0,17.7,mh
15,HF,rel,33ms,8,75,372.7,0,486.8,no,yes,12.5,17.7,mh
15,HF,rel,33ms,9,162,653.8,0,754.2,no,no,0,17.7,mh
15,HF,rel,33ms,10,49,363.6,0,551.9,no,yes,12.5,17.7,mh
15,HF,rel,33ms,11,48,551.9,0,418,no,yes,0,17.7,mh
15,HF,rel,33ms,12,116,472.3,1,582,no,no,25,17.7,mh
15,LF,rel,33ms,25,36,401.9,0,372,no,yes,0,17.7,mh
15,LF,rel,33ms,26,14,442.4,0,60.5,no,no,0,17.7,mh
15,LF,rel,33ms,27,104,342.2,0,,yes,,62.5,17.7,mh
15,LF,rel,33ms,28,201,533.2,0,431.3,no,yes,0,17.7,mh
15,LF,rel,33ms,29,185,553.4,0,533,no,yes,0,17.7,mh
15,LF,rel,33ms,30,144,610.7,0,625.9,no,no,0,17.7,mh
15,LF,rel,33ms,31,65,434.4,1,476.5,no,yes,50,17.7,mh
15,LF,rel,33ms,32,82,476.8,1,494.9,no,no,12.5,17.7,mh
15,LF,rel,33ms,33,164,591.1,0,580.8,no,no,0,17.7,mh
15,LF,rel,33ms,34,52,653.8,0,,yes,,0,17.7,mh
15,LF,rel,33ms,35,37,343.8,0,401.9,no,yes,0,17.7,mh
15,LF,rel,33ms,36,123,705.7,1,524.5,no,no,62.5,17.7,mh
15,HF,unrel,66ms,61,34,430.1,0,409.6,no,yes,0,17.7,mh
15,HF,unrel,66ms,62,29,485,0,554.8,no,yes,0,17.7,mh
15,HF,unrel,66ms,63,88,450.4,0,652.4,no,yes,0,17.7,mh
15,HF,unrel,66ms,64,203,510.1,0,489.6,no,yes,0,17.7,mh
15,HF,unrel,66ms,65,193,653.8,0,,yes,,0,17.7,mh
15,HF,unrel,66ms,66,139,569.3,0,444.8,no,yes,25,17.7,mh
15,HF,unrel,66ms,67,84,469.6,0,321.2,no,yes,0,17.7,mh
15,HF,unrel,66ms,68,70,364.3,1,612.9,no,no,25,17.7,mh
15,HF,unrel,66ms,69,166,592.8,0,625.3,no,no,0,17.7,mh
15,HF,unrel,66ms,70,44,431.7,0,574.1,no,no,0,17.7,mh
15,HF,unrel,66ms,71,47,418,0,585.2,no,yes,0,17.7,mh
15,HF,unrel,66ms,72,126,546.9,0,627.4,no,no,0,17.7,mh
15,LF,unrel,66ms,85,30,481.5,0,485,no,yes,0,17.7,mh
15,LF,unrel,66ms,86,16,483.3,0,,yes,,0,17.7,mh
15,LF,unrel,66ms,87,105,234.6,1,342.2,no,yes,14.3,17.7,mh
15,LF,unrel,66ms,88,195,513.8,0,542.8,no,yes,0,17.7,mh
15,LF,unrel,66ms,89,184,533,0,604.8,no,no,0,17.7,mh
15,LF,unrel,66ms,90,150,585.1,1,542.1,no,no,37.5,17.7,mh
15,LF,unrel,66ms,91,68,511,0,,yes,,12.5,17.7,mh
15,LF,unrel,66ms,92,77,474.2,0,466.6,no,yes,0,17.7,mh
15,LF,unrel,66ms,93,170,638.1,0,,yes,,0,17.7,mh
15,LF,unrel,66ms,94,40,477.1,0,496.6,no,yes,0,17.7,mh
15,LF,unrel,66ms,95,39,496.6,0,500.2,no,yes,0,17.7,mh
15,LF,unrel,66ms,96,111,516.2,0,,yes,,0,17.7,mh
15,HF,unrel,33ms,49,27,446.3,0,521.1,no,no,0,17.7,mh
15,HF,unrel,33ms,50,25,452.7,0,,yes,,14.3,17.7,mh
15,HF,unrel,33ms,51,103,424.3,1,656.9,no,no,12.5,17.7,mh
15,HF,unrel,33ms,52,198,478.4,0,531.4,no,yes,0,17.7,mh
15,HF,unrel,33ms,53,197,531.4,0,543,no,no,0,17.7,mh
15,HF,unrel,33ms,54,153,592.7,0,590.4,no,no,0,17.7,mh
15,HF,unrel,33ms,55,61,388.2,0,,yes,,0,17.7,mh
15,HF,unrel,33ms,56,66,560.3,0,,yes,,0,17.7,mh
15,HF,unrel,33ms,57,178,403.6,1,560.6,no,no,12.5,17.7,mh
15,HF,unrel,33ms,58,53,630.2,1,688.3,no,yes,25,17.7,mh
15,HF,unrel,33ms,59,55,380.3,0,,yes,,0,17.7,mh
15,HF,unrel,33ms,60,127,487.3,0,546.9,no,yes,0,17.7,mh
15,LF,unrel,33ms,73,24,519.5,1,,yes,,12.5,17.7,mh
15,LF,unrel,33ms,74,35,372,0,430.1,no,yes,25,17.7,mh
15,LF,unrel,33ms,75,96,534.8,0,496.9,no,yes,75,17.7,mh
15,LF,unrel,33ms,76,187,585.7,1,725.2,no,no,62.5,17.7,mh
15,LF,unrel,33ms,77,202,489.6,0,533.2,no,yes,0,17.7,mh
15,LF,unrel,33ms,78,133,567.2,0,614.3,no,no,0,17.7,mh
15,LF,unrel,33ms,79,76,466.6,0,372.7,no,yes,12.5,17.7,mh
15,LF,unrel,33ms,80,64,476.5,0,,yes,,0,17.7,mh
15,LF,unrel,33ms,81,159,612.2,1,577.2,no,no,28.6,17.7,mh
15,LF,unrel,33ms,82,60,577.1,1,,yes,,50,17.7,mh
15,LF,unrel,33ms,83,46,585.2,0,3.3,no,no,50,17.7,mh
15,LF,unrel,33ms,84,110,423.8,1,556.1,no,no,25,17.7,mh
17,HF,rel,66ms,13,203,772.2,0,1063.4,no,yes,0,16.7,tb
17,HF,rel,66ms,14,186,579,0,727.9,no,yes,0,16.7,tb
17,HF,rel,66ms,15,169,576.7,0,692.1,no,no,25,16.7,tb
17,HF,rel,66ms,16,145,558.8,0,506.3,no,yes,0,16.7,tb
17,HF,rel,66ms,17,148,568.8,0,684.2,no,yes,12.5,16.7,tb
17,HF,rel,66ms,18,34,551.2,0,565.6,no,no,0,16.7,tb
17,HF,rel,66ms,19,61,398.4,0,474,no,yes,12.5,16.7,tb
17,HF,rel,66ms,20,84,673.9,0,776.9,no,yes,0,16.7,tb
17,HF,rel,66ms,21,132,607.9,0,775,no,yes,0,16.7,tb
17,HF,rel,66ms,22,59,1003.1,0,686.6,no,yes,0,16.7,tb
17,HF,rel,66ms,23,40,550.1,0,597.2,no,no,0,16.7,tb
17,HF,rel,66ms,24,99,549.9,1,764.1,no,no,25,16.7,tb
17,LF,rel,66ms,37,193,551.8,0,1234.8,no,yes,0,16.7,tb
17,LF,rel,66ms,38,183,986,0,535.1,no,yes,12.5,16.7,tb
17,LF,rel,66ms,39,162,654.1,0,990.4,no,no,0,16.7,tb
17,LF,rel,66ms,40,151,712.4,1,,yes,,37.5,16.7,tb
17,LF,rel,66ms,41,140,612.8,0,,yes,,0,16.7,tb
17,LF,rel,66ms,42,31,630,0,781.8,no,no,12.5,16.7,tb
17,LF,rel,66ms,43,63,808.7,0,500.3,no,yes,0,16.7,tb
17,LF,rel,66ms,44,77,687.7,1,717.4,no,no,25,16.7,tb
17,LF,rel,66ms,45,126,906.9,0,887,no,yes,0,16.7,tb
17,LF,rel,66ms,46,56,523.4,0,686.8,no,no,0,16.7,tb
17,LF,rel,66ms,47,58,686.6,0,623.1,no,yes,0,16.7,tb
17,LF,rel,66ms,48,87,612.7,0,,yes,,12.5,16.7,tb
17,HF,rel,33ms,1,202,1063.4,0,631.3,no,yes,12.5,16.7,tb
17,HF,rel,33ms,2,199,1135.8,0,2136.3,no,yes,0,16.7,tb
17,HF,rel,33ms,3,174,2222.4,1,989.3,no,no,14.3,16.7,tb
17,HF,rel,33ms,4,155,556.5,0,753.4,no,yes,0,16.7,tb
17,HF,rel,33ms,5,143,567.3,0,,yes,,25,16.7,tb
17,HF,rel,33ms,6,35,570.9,0,551.2,no,yes,0,16.7,tb
17,HF,rel,33ms,7,64,433.7,0,808.7,no,yes,0,16.7,tb
17,HF,rel,33ms,8,75,821.2,1,,yes,,12.5,16.7,tb
17,HF,rel,33ms,9,129,631.7,0,,yes,,0,16.7,tb
17,HF,rel,33ms,10,44,552.1,0,,yes,,12.5,16.7,tb
17,HF,rel,33ms,11,47,651.3,0,551.5,no,yes,0,16.7,tb
17,HF,rel,33ms,12,89,671.2,0,789.5,no,no,25,16.7,tb
17,LF,rel,33ms,25,185,727.9,0,1049.7,no,no,0,16.7,tb
17,LF,rel,33ms,26,196,832.7,0,,yes,,0,16.7,tb
17,LF,rel,33ms,27,176,809.1,1,666.4,no,no,62.5,16.7,tb
17,LF,rel,33ms,28,154,753.4,0,892,no,yes,0,16.7,tb
17,LF,rel,33ms,29,134,741.7,0,1248.1,no,no,0,16.7,tb
17,LF,rel,33ms,30,28,452.9,0,544.4,no,no,0,16.7,tb
17,LF,rel,33ms,31,73,901.4,1,578.4,no,yes,50,16.7,tb
17,LF,rel,33ms,32,62,500.3,0,398.4,no,yes,12.5,16.7,tb
17,LF,rel,33ms,33,120,911.7,0,,yes,,0,16.7,tb
17,LF,rel,33ms,34,53,682,0,,yes,,0,16.7,tb
17,LF,rel,33ms,35,41,697.8,0,550.1,no,yes,0,16.7,tb
17,LF,rel,33ms,36,106,577.2,1,825,no,no,62.5,16.7,tb
17,HF,unrel,66ms,61,192,1135.8,0,1162.4,no,no,0,16.7,tb
17,HF,unrel,66ms,62,189,938.1,0,819.3,no,no,0,16.7,tb
17,HF,unrel,66ms,63,159,760,0,1285.2,no,no,0,16.7,tb
17,HF,unrel,66ms,64,136,554.5,0,736.1,no,yes,0,16.7,tb
17,HF,unrel,66ms,65,138,773.8,0,798.2,no,no,0,16.7,tb
17,HF,unrel,66ms,66,24,492.4,1,,yes,,25,16.7,tb
17,HF,unrel,66ms,67,83,776.9,0,650.9,no,no,0,16.7,tb
17,HF,unrel,66ms,68,69,1015.2,1,,yes,,25,16.7,tb
17,HF,unrel,66ms,69,125,887,0,1150.5,no,no,0,16.7,tb
17,HF,unrel,66ms,70,60,474,0,1003.1,no,yes,0,16.7,tb
17,HF,unrel,66ms,71,46,551.5,0,749.8,no,no,0,16.7,tb
17,HF,unrel,66ms,72,104,933.8,0,664.5,no,no,0,16.7,tb
17,LF,unrel,66ms,85,200,881.2,0,1143.9,no,yes,0,16.7,tb
17,LF,unrel,66ms,86,190,1135.8,0,938.1,no,yes,0,16.7,tb
17,LF,unrel,66ms,87,178,711.7,1,,yes,,14.3,16.7,tb
17,LF,unrel,66ms,88,153,892,0,,yes,,0,16.7,tb
17,LF,unrel,66ms,89,135,736.1,0,741.7,no,yes,0,16.7,tb
17,LF,unrel,66ms,90,17,662.6,1,581.8,no,no,37.5,16.7,tb
17,LF,unrel,66ms,91,74,728.6,1,,yes,,12.5,16.7,tb
17,LF,unrel,66ms,92,72,578.4,0,,yes,,0,16.7,tb
17,LF,unrel,66ms,93,121,1135.8,0,911.7,no,yes,0,16.7,tb
17,LF,unrel,66ms,94,57,623.1,0,523.4,no,yes,0,16.7,tb
17,LF,unrel,66ms,95,51,635.1,0,619.7,no,yes,0,16.7,tb
17,LF,unrel,66ms,96,93,763.4,0,1272,no,yes,0,16.7,tb
17,HF,unrel,33ms,49,201,631.3,0,881.2,no,yes,0,16.7,tb
17,HF,unrel,33ms,50,198,2136.3,1,632.2,no,no,14.3,16.7,tb
17,HF,unrel,33ms,51,164,1135.8,0,844.1,no,no,12.5,16.7,tb
17,HF,unrel,33ms,52,149,539.7,0,568.8,no,yes,0,16.7,tb
17,HF,unrel,33ms,53,144,506.3,0,567.3,no,yes,0,16.7,tb
17,HF,unrel,33ms,54,32,614.2,0,630,no,yes,0,16.7,tb
17,HF,unrel,33ms,55,78,653.7,0,,yes,,0,16.7,tb
17,HF,unrel,33ms,56,66,524,0,535.6,no,yes,0,16.7,tb
17,HF,unrel,33ms,57,131,775,0,,yes,,12.5,16.7,tb
17,HF,unrel,33ms,58,50,619.7,0,552,no,yes,25,16.7,tb
17,HF,unrel,33ms,59,49,552,0,,yes,,0,16.7,tb
17,HF,unrel,33ms,60,92,1135.8,0,,yes,,0,16.7,tb
17,LF,unrel,33ms,73,182,535.1,0,1550.3,no,no,12.5,16.7,tb
17,LF,unrel,33ms,74,187,710,0,579,no,yes,25,16.7,tb
17,LF,unrel,33ms,75,170,883.7,1,576.7,no,yes,75,16.7,tb
17,LF,unrel,33ms,76,141,1171.7,1,612.8,no,yes,62.5,16.7,tb
17,LF,unrel,33ms,77,147,684.2,0,,yes,,0,16.7,tb
17,LF,unrel,33ms,78,13,635.3,0,,yes,,0,16.7,tb
17,LF,unrel,33ms,79,79,685.1,1,653.7,no,yes,12.5,16.7,tb
17,LF,unrel,33ms,80,65,535.6,0,433.7,no,yes,0,16.7,tb
17,LF,unrel,33ms,81,114,1781.4,1,1029.8,no,no,28.6,16.7,tb
17,LF,unrel,33ms,82,43,682.1,1,567.1,no,yes,50,16.7,tb
17,LF,unrel,33ms,83,42,567.1,0,697.8,no,yes,50,16.7,tb
17,LF,unrel,33ms,84,85,736.6,0,673.9,no,yes,25,16.7,tb
18,HF,rel,66ms,13,198,461.8,0,622.3,no,yes,0,10.4,PM
18,HF,rel,66ms,14,199,482.2,0,461.8,no,yes,0,10.4,PM
18,HF,rel,66ms,15,155,422.9,0,598.8,no,no,25,10.4,PM
18,HF,rel,66ms,16,16,430.1,0,,yes,,0,10.4,PM
18,HF,rel,66ms,17,17,482.5,0,430.1,no,yes,12.5,10.4,PM
18,HF,rel,66ms,18,101,524.8,0,554.4,no,no,0,10.4,PM
18,HF,rel,66ms,19,68,439.2,0,665.9,no,no,12.5,10.4,PM
18,HF,rel,66ms,20,77,432.5,0,579.3,no,yes,0,10.4,PM
18,HF,rel,66ms,21,175,409,0,436.6,no,yes,0,10.4,PM
18,HF,rel,66ms,22,44,400.8,0,412.3,no,yes,0,10.4,PM
18,HF,rel,66ms,23,46,451.3,0,446.9,no,yes,0,10.4,PM
18,HF,rel,66ms,24,132,410,0,,yes,,25,10.4,PM
18,LF,rel,66ms,37,183,569.9,0,501.5,no,yes,0,10.4,PM
18,LF,rel,66ms,38,202,1376.9,1,476.5,no,yes,12.5,10.4,PM
18,LF,rel,66ms,39,148,530.1,0,526.4,no,yes,0,10.4,PM
18,LF,rel,66ms,40,35,430.6,0,589.7,no,yes,37.5,10.4,PM
18,LF,rel,66ms,41,23,459.1,0,653,no,no,0,10.4,PM
18,LF,rel,66ms,42,103,472.7,0,784.5,no,no,12.5,10.4,PM
18,LF,rel,66ms,43,82,708.4,0,620,no,yes,0,10.4,PM
18,LF,rel,66ms,44,79,708.4,0,,yes,,25,10.4,PM
18,LF,rel,66ms,45,173,462.6,0,585.1,no,no,0,10.4,PM
18,LF,rel,66ms,46,45,446.9,0,400.8,no,yes,0,10.4,PM
18,LF,rel,66ms,47,51,429.8,0,457.4,no,yes,0,10.4,PM
18,LF,rel,66ms,48,111,463.5,0,824.7,no,no,12.5,10.4,PM
18,HF,rel,33ms,1,201,476.5,0,536,no,yes,12.5,10.4,PM
18,HF,rel,33ms,2,188,576.8,0,491,no,yes,0,10.4,PM
18,HF,rel,33ms,3,149,422.5,0,530.1,no,yes,14.3,10.4,PM
18,HF,rel,33ms,4,33,522,0,1737.1,no,yes,0,10.4,PM
18,HF,rel,33ms,5,29,479.2,1,2945.9,no,yes,25,10.4,PM
18,HF,rel,33ms,6,108,523.6,0,769.2,no,no,0,10.4,PM
18,HF,rel,33ms,7,71,585.8,0,667.1,no,no,0,10.4,PM
18,HF,rel,33ms,8,75,659.9,0,,yes,,12.5,10.4,PM
18,HF,rel,33ms,9,170,665.6,0,533.1,no,no,0,10.4,PM
18,HF,rel,33ms,10,42,470.4,1,646.3,no,no,12.5,10.4,PM
18,HF,rel,33ms,11,59,479.4,0,489.6,no,yes,0,10.4,PM
18,HF,rel,33ms,12,122,455.3,0,647.9,no,no,25,10.4,PM
18,LF,rel,33ms,25,197,622.3,0,638.1,no,no,0,10.4,PM
